target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,instruct.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 45,source_file
red,1.0,0.0,3.0,2.0,42.89448070000026,,,,,,,,,,,42.80672899999991,42.89448070000026,0.058821899999657,42.89448070000026,42.89448070000026,49.2562739,"[1.6143724999997175, 2.581176299999697, 3.6250209999998333, 5.442820299999767, 6.444635699999708]","[-0.030555555555555555, -0.2411111111111111, -0.24388888888888888, 0.023333333333333334, 0.20666666666666667]","[0.17166666666666666, 0.06722222222222222, -0.21722222222222223, -0.10388888888888889, -0.08722222222222223]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.5607101000000512, 2.5272910999997293, 3.5709382000000005, 5.389100299999882, 6.3905282999999145]","['target_1', 'target_4', 'target_3', 'target_0', 'target_2']",49.25695220000034,49.264831700000286,49.264831700000286,50.25257439999996,50.34158419999994,50.34158419999994,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
white,1.0,1.0,4.0,1.0,50.34158419999994,,,,,,,,,,,50.253286800000296,50.34158419999994,0.0599114999999983,50.34158419999994,50.34158419999994,56.46507680000013,"[1.1405862999999954, 1.9965345999999045, 4.350534299999708, 5.255074499999864, 6.206232]","[-0.1111111111111111, -0.1622222222222222, 0.01611111111111111, 0.07777777777777778, 0.15777777777777777]","[0.11888888888888889, 0.225, -0.18166666666666667, -0.25, -0.15555555555555556]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.0861456000002363, 1.9417661000002227, 4.295452899999873, 5.200056199999835, 6.15160620000006]","['target_2', 'target_1', 'target_4', 'target_0', 'target_3']",56.465760500000215,56.47429150000016,56.47429150000016,57.4675986000002,,,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
white,1.0,2.0,5.0,0.0,57.55639000000019,,,,,,,,,,,57.46841339999992,57.55639000000019,0.0678517999999712,57.55639000000019,57.55639000000019,62.89877810000007,"[1.2710676000001513, 2.24220779999996, 3.374029900000096, 3.8736079999998765, 5.4314290000002075]","[-0.20444444444444446, 0.006666666666666667, 0.1461111111111111, 0.01888888888888889, 0.0022222222222222222]","[0.115, 0.13944444444444445, 0.20666666666666667, -0.03888888888888889, -0.17888888888888888]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2061705999999504, 2.177060999999867, 3.308637500000259, 4.2645941999999195, 5.366168000000016]","['target_3', 'target_0', 'target_1', 'target_2', 'target_4']",62.899454700000206,62.90724970000019,62.90724970000019,63.90002910000021,,,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
red,2.0,0.0,6.0,2.0,64.00431930000013,,,,,,,,,,,63.90074860000004,64.00431930000013,0.0726711000002069,64.00431930000013,64.00431930000013,69.29567020000013,"[1.4298830000002454, 2.4635051999998723, 3.465495800000099, 4.3970227999998315, 5.394342600000073]","[-0.22666666666666666, 0.21444444444444444, -0.008888888888888889, -0.17, 0.11444444444444445]","[0.1411111111111111, 0.20722222222222222, 0.0005555555555555556, -0.16111111111111112, -0.10055555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3650692000001072, 2.398240900000019, 3.400039800000286, 4.332117599999947, 5.329201999999896]","['target_2', 'target_1', 'target_3', 'target_0', 'target_4']",69.29636699999992,69.30417519999992,69.30417519999992,70.29901280000013,,,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
white,2.0,1.0,7.0,1.0,70.38847350000015,,,,,,,,,,,70.29974960000027,70.38847350000015,0.0700159999996685,70.38847350000015,70.38847350000015,77.32055260000016,"[1.4320078999999168, 2.890421300000071, 3.919294099999661, 5.776440799999818, 7.022640899999715]","[0.030555555555555555, 0.04833333333333333, 0.22055555555555556, 0.09444444444444444, 0.1922222222222222]","[0.235, 0.15166666666666667, 0.1272222222222222, -0.07666666666666666, -0.18777777777777777]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3670296999998754, 2.8254073999996763, 3.8538721999998415, 5.710975299999973, 6.957210600000053]","['target_3', 'target_2', 'target_1', 'target_0', 'target_4']",77.32117740000012,77.32904809999991,77.32904809999991,78.31567760000007,78.40802940000003,78.40802940000003,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
white,2.0,2.0,8.0,0.0,78.40802940000003,,,,,,,,,,,78.31639739999991,78.40802940000003,0.0622178999997231,78.40802940000003,78.40802940000003,84.07994430000008,"[1.6314681999997447, 2.5051625999999487, 3.8080457999999453, 4.965250599999763, 5.757235599999603]","[-0.09111111111111111, 0.21555555555555556, -0.075, 0.10055555555555555, 0.18055555555555555]","[0.03611111111111111, -0.03277777777777778, -0.2088888888888889, -0.2011111111111111, -0.21166666666666667]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.5748583999998118, 2.723550299999715, 3.7506494999997813, 4.907875299999887, 5.699894500000028]","['target_3', 'target_4', 'target_0', 'target_1', 'target_2']",84.08063990000028,84.0884375999999,84.0884375999999,85.0814392000002,85.17054740000003,85.17054740000003,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
white,3.0,0.0,9.0,0.0,85.17054740000003,,,,,,,,,,,85.08223910000015,85.17054740000003,0.0662620000002789,85.17054740000003,85.17054740000003,90.28552050000008,"[1.27874410000004, 2.117036300000109, 2.466642700000193, 3.8677741999999853, 5.2033652000000075]","[-0.0044444444444444444, 0.017222222222222222, 0.05388888888888889, -0.11277777777777778, 0.2]","[0.20722222222222222, 0.005555555555555556, -0.13555555555555557, -0.10611111111111111, -0.18]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2176018000000113, 2.055676399999811, 2.832602799999677, 3.8062898999996833, 5.141818999999941]","['target_1', 'target_4', 'target_0', 'target_3', 'target_2']",90.28620460000002,90.29420870000013,90.29420870000013,91.28019380000023,91.37243239999998,91.37243239999998,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
red,3.0,1.0,10.0,2.0,91.37243239999998,,,,,,,,,,,91.28075680000028,91.37243239999998,0.0634082000001399,91.37243239999998,91.37243239999998,97.51193090000017,"[1.4736817000002702, 2.4565364000000045, 4.060792900000251, 4.988489700000173, 6.2242128000002594]","[-0.16666666666666666, -0.20444444444444446, -0.059444444444444446, 0.08, -0.20444444444444446]","[0.165, -0.05333333333333334, 0.056666666666666664, 0.05444444444444444, -0.17166666666666666]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.4134734999997818, 2.396107099999881, 4.0002285999999, 4.927934099999675, 6.163573399999677]","['target_2', 'target_0', 'target_1', 'target_4', 'target_3']",97.51261280000016,97.5204675,97.5204675,98.51214340000024,98.59989029999996,98.59989029999996,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
white,3.0,2.0,11.0,1.0,98.59989029999996,,,,,,,,,,,98.51255450000008,98.59989029999996,0.0610195000003841,98.59989029999996,98.59989029999996,108.19837270000016,"[1.5145359000002827, 1.8523685000000114, 5.4441931000001205, 7.24813180000001, 9.684212400000433]","[-0.15444444444444444, -0.08777777777777777, -0.01611111111111111, 0.15944444444444444, 0.07722222222222222]","[0.18388888888888888, 0.23777777777777778, -0.03944444444444444, -0.17666666666666667, -0.042222222222222223]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.456691999999748, 2.1991542000000663, 5.386129099999835, 7.190156900000147, 9.62594450000006]","['target_0', 'target_3', 'target_2', 'target_4', 'target_1']",108.1990079000002,108.20663980000018,108.20663980000018,109.19475349999992,109.28910190000032,109.28910190000032,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
red,4.0,0.0,12.0,2.0,109.28910190000032,,,,,,,,,,,109.19544560000033,109.28910190000032,0.0676439999997455,109.28910190000032,109.28910190000032,115.69995980000022,"[1.2572204999996757, 1.647227699999803, 3.153194199999689, 4.340747400000055, 6.498893199999657]","[-0.11333333333333333, 0.0016666666666666668, 0.24222222222222223, -0.028888888888888888, 0.16722222222222222]","[0.08388888888888889, 0.12833333333333333, 0.19555555555555557, -0.10333333333333333, -0.18166666666666667]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1929110000000946, 2.038936299999932, 3.088643999999931, 4.2773253000000295, 6.434334900000067]","['target_0', 'target_4', 'target_3', 'target_1', 'target_2']",115.70098380000036,115.71145220000017,115.71145220000017,116.70909530000016,,,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
white,4.0,1.0,13.0,0.0,116.81767820000005,,,,,,,,,,,116.70954000000027,116.81767820000005,0.0914465999999265,116.81767820000005,116.81767820000005,122.05173950000017,"[1.2352611000001161, 2.027354600000308, 3.432983900000181, 4.390665899999931, 5.3493224000003465]","[0.013888888888888888, -0.18388888888888888, 0.07111111111111111, 0.14777777777777779, 0.2038888888888889]","[0.12944444444444445, -0.04722222222222222, -0.09111111111111111, -0.049444444444444444, 0.1461111111111111]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1478437999999187, 2.4170477000002393, 3.344410600000174, 4.301976700000068, 5.26067890000013]","['target_4', 'target_2', 'target_3', 'target_1', 'target_0']",122.0523819,122.06032520000008,122.06032520000008,123.05826780000008,,,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
white,4.0,2.0,14.0,1.0,123.146526,,,,,,,,,,,123.0591147,123.146526,0.0719732999996267,123.146526,123.146526,128.92810379999992,"[1.2864247999996223, 2.2917121999998926, 3.416127499999675, 5.0930475999998635, 5.873838999999862]","[-0.16555555555555557, -0.22611111111111112, 0.19, 0.04388888888888889]","[-0.002777777777777778, 0.1922222222222222, 0.0961111111111111, -0.2127777777777778]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.2176814999997987, 2.223142700000153, 3.346967699999823, 5.024880800000119]","['target_0', 'target_3', 'target_4', 'target_2']",128.92914199999996,128.93817500000023,128.93817500000023,129.9238608999999,129.94313820000025,129.94313820000025,,,34.0,1.0,2026-02-08_07h04.24.925,visual_search,2024.1.5,,2026-02-08 07h04.45.786152 +0530,,34_visual_search_2026-02-08_07h04.24.925.csv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.92392930000003,129.94313820000025,,,,,,,,,34_visual_search_2026-02-08_07h04.24.925.csv
,,,,,,,0.0074379000000135,0.0133069999999406,0.0071822999998403,15.464848699999948,0.0994444444444444,0.1166666666666666,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,0.0,0.0,0.0,0.0,15.593675699999949,,,,,,,,,,,15.49932519999993,15.593675699999949,0.1022825000000011,15.593675699999949,15.593675699999949,22.718331600000056,"[1.6006832000000486, 2.7720913000000564, 3.7089074000000437, 4.600123100000019, 7.251598000000058]","[-0.10055555555555555, 0.08888888888888889, 0.1288888888888889, 0.11666666666666667, -0.23666666666666666]","[0.20055555555555554, 0.10277777777777777, 0.019444444444444445, -0.16555555555555557, -0.20722222222222222]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.5050939000000199, 2.676444500000116, 3.613273500000105, 4.5050699000000805, 7.1560532999999396]","['target_4', 'target_0', 'target_1', 'target_2', 'target_3']",22.719291599999902,22.737037899999905,22.737037899999905,23.729842199999894,,,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,0.0,1.0,1.0,1.0,23.817110599999975,,,,,,,,,,,23.730336399999945,23.817110599999975,0.0760991000001922,23.817110599999975,23.817110599999975,31.388056400000096,"[2.0547453000001497, 2.98502150000013, 4.699129400000174, 6.225203000000192, 7.66719820000003]","[-0.25333333333333335, -0.07388888888888889, 0.14944444444444444, -0.23833333333333334, -0.030555555555555555]","[0.13277777777777777, 0.1811111111111111, -0.07277777777777777, -0.03388888888888889, -0.1827777777777778]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.9822909999998046, 2.9118560999997953, 4.625685099999828, 6.152402399999801, 7.593756499999927]","['target_2', 'target_4', 'target_0', 'target_3', 'target_1']",31.38875280000002,31.39604209999993,31.39604209999993,32.379978200000096,32.476236499999914,32.476236499999914,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
red,0.0,2.0,2.0,2.0,32.476236499999914,,,,,,,,,,,32.38072450000004,32.476236499999914,0.062658600000077,32.476236499999914,32.476236499999914,40.63788679999993,"[3.2523706000001766, 4.342869500000006, 5.888809700000138, 7.1087387000000035, 8.247666299999992]","[-0.15722222222222224, -0.18666666666666668, 0.05611111111111111, 0.1322222222222222, 0.14333333333333334]","[0.17055555555555554, -0.045, -0.17444444444444446, -0.15722222222222224, -0.07944444444444444]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[3.194731000000047, 4.28506010000001, 5.830849799999896, 7.050765400000046, 8.189662999999882]","['target_3', 'target_4', 'target_1', 'target_0', 'target_2']",40.63850320000006,40.64618569999993,40.64618569999993,41.6437997999999,,,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,1.0,0.0,3.0,1.0,41.733204500000056,,,,,,,,,,,41.64448930000003,41.733204500000056,0.0697801000001163,41.733204500000056,41.733204500000056,48.51087559999996,"[1.6715581999999358, 3.029314000000113, 3.5213209999999435, 5.529145400000061, 6.870773000000099]","[0.14888888888888888, -0.06333333333333334, -0.14888888888888888, 0.14666666666666667, 0.22722222222222221]","[0.20277777777777778, -0.023333333333333334, -0.018333333333333333, -0.2038888888888889, -0.06388888888888888]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6068571000000702, 2.9644897000000583, 3.8982281999999486, 5.464621399999942, 6.80577540000013]","['target_0', 'target_2', 'target_1', 'target_3', 'target_4']",48.5115773,48.51943669999992,48.51943669999992,49.510806,49.60967619999997,49.60967619999997,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
red,1.0,1.0,4.0,2.0,49.60967619999997,,,,,,,,,,,49.51192659999992,49.60967619999997,0.0765210000001843,49.60967619999997,49.60967619999997,57.00936610000008,"[1.883357500000102, 3.046788600000127, 5.211050800000066, 6.363590800000111, 7.4962727000001905]","[-0.24055555555555555, -0.22, 0.11, 0.08055555555555556, -0.09777777777777778]","[0.23722222222222222, -0.19444444444444445, -0.1938888888888889, -0.11777777777777777, -0.09166666666666666]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.812210900000082, 2.9762688000000708, 5.139758500000198, 6.291702200000145, 7.424348400000099]","['target_4', 'target_2', 'target_3', 'target_1', 'target_0']",57.0100046,57.017781199999945,57.017781199999945,58.009596599999895,58.09779780000008,58.09779780000008,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,1.0,2.0,5.0,0.0,58.09779780000008,,,,,,,,,,,58.010202299999946,58.09779780000008,0.0622940999999173,58.09779780000008,58.09779780000008,64.43124160000002,"[2.2939234000000397, 3.2964821000000484, 4.3145357999999305, 5.416086599999971, 6.419549599999982]","[-0.21833333333333332, -0.205, -0.21, -0.10555555555555556, 0.011111111111111112]","[0.23277777777777778, 0.14722222222222223, -0.0033333333333333335, -0.14555555555555555, -0.24055555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.235535000000027, 3.236901800000169, 4.255374600000096, 5.356390900000179, 6.359848499999998]","['target_3', 'target_1', 'target_4', 'target_2', 'target_0']",64.43189800000005,64.43941930000005,64.43941930000005,65.42431639999995,65.518147,65.518147,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,2.0,0.0,6.0,1.0,65.518147,,,,,,,,,,,65.42470200000002,65.518147,0.0601219000000128,65.518147,65.518147,71.69679360000009,"[1.8485455000000002, 2.9824453000001085, 3.8792742000000544, 4.28135270000007, 6.263097199999947]","[0.05611111111111111, 0.11388888888888889, -0.07888888888888888, -0.175, 0.21]","[0.013888888888888888, -0.07166666666666667, -0.16277777777777777, -0.21611111111111111, 0.18722222222222223]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.7943987999999536, 2.9280787000000146, 3.8249852999999803, 4.660805800000162, 6.208819700000049]","['target_2', 'target_1', 'target_0', 'target_3', 'target_4']",71.69745710000007,71.70537719999993,71.70537719999993,72.69023820000007,72.78066390000004,72.78066390000004,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,2.0,1.0,7.0,0.0,72.78066390000004,,,,,,,,,,,72.6908985,72.78066390000004,0.0561989999998786,72.78066390000004,72.78066390000004,79.00122089999991,"[1.463734999999815, 2.415066599999818, 3.896115699999882, 4.973359399999936, 6.302286899999899]","[-0.0033333333333333335, -0.20277777777777778, -0.05333333333333334, 0.105, 0.10333333333333333]","[0.2038888888888889, 0.17833333333333334, -0.25, -0.14944444444444444, 0.12444444444444444]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.4131673000001683, 2.3640422000000854, 3.844450800000004, 4.92171600000006, 6.250650700000051]","['target_4', 'target_1', 'target_2', 'target_3', 'target_0']",79.0018626000001,79.01060140000004,79.01060140000004,80.00493110000002,,,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
red,2.0,2.0,8.0,2.0,80.12438440000005,,,,,,,,,,,80.005406,80.12438440000005,0.0881962000000839,80.12438440000005,80.12438440000005,85.58250389999989,"[1.2629157999999734, 1.7546429999999873, 3.295516599999928, 4.429772700000058, 5.578864199999998]","[0.043333333333333335, 0.15333333333333332, 0.21777777777777776, -0.04833333333333333, -0.19833333333333333]","[0.22111111111111112, 0.051111111111111114, 0.1738888888888889, -0.125, 0.18722222222222223]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1810124000000997, 2.1148339000001215, 3.2130667000001267, 4.347371700000167, 5.4966794000001755]","['target_3', 'target_1', 'target_0', 'target_2', 'target_4']",85.5832281999999,85.59136489999992,85.59136489999992,86.58773229999997,,,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,3.0,0.0,9.0,1.0,86.686287,,,,,,,,,,,86.58850349999989,86.686287,0.0763251000000764,86.686287,86.686287,93.98753740000006,"[1.6045742999999675, 2.8873055999999906, 5.004570600000079, 6.226385500000106, 7.402271500000097]","[-0.023333333333333334, -0.10666666666666667, 0.012222222222222223, -0.16277777777777777, 0.23]","[0.17333333333333334, -0.1461111111111111, -0.14833333333333334, 0.075, 0.18388888888888888]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.533541199999945, 2.816333400000076, 4.933306099999982, 6.154781599999978, 7.33115429999998]","['target_3', 'target_2', 'target_1', 'target_0', 'target_4']",93.98820959999988,93.99644160000004,93.99644160000004,94.98891299999993,95.08815879999996,95.08815879999996,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
red,3.0,1.0,10.0,2.0,95.08815879999996,,,,,,,,,,,94.98991589999991,95.08815879999996,0.0721089999999549,95.08815879999996,95.08815879999996,100.8952637,"[1.5143809999999576, 2.1864393999999265, 3.5114149999999427, 4.525936799999954, 5.905377499999986]","[0.0661111111111111, -0.02277777777777778, 0.25277777777777777, 0.23222222222222222, -0.17222222222222222]","[0.20777777777777778, 0.10277777777777777, -0.0033333333333333335, -0.18833333333333332, -0.23333333333333334]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.446422900000016, 2.489643200000046, 3.442906700000094, 4.457451499999934, 5.8369738000001234]","['target_4', 'target_0', 'target_3', 'target_2', 'target_1']",100.89589840000008,100.90447560000008,100.90447560000008,101.90228269999989,,,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,3.0,2.0,11.0,0.0,101.9970303,,,,,,,,,,,101.90291129999991,101.9970303,0.0773475999999391,101.9970303,101.9970303,109.5752169,"[2.935163899999907, 3.9315923999999995, 4.794963699999926, 6.180756599999995, 7.677794899999981]","[-0.0961111111111111, -0.03277777777777778, 0.018333333333333333, 0.11611111111111111, 0.165]","[-0.10388888888888889, -0.15777777777777777, -0.09944444444444445, 0.1338888888888889, -0.07666666666666666]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.861714799999845, 3.8578883000000133, 4.7216203000000405, 6.107013099999904, 7.604081299999962]","['target_4', 'target_3', 'target_2', 'target_0', 'target_1']",109.5758522000001,109.5836010999999,109.5836010999999,110.5685888999999,110.6755568000001,110.6755568000001,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,4.0,0.0,12.0,1.0,110.6755568000001,,,,,,,,,,,110.56920999999988,110.6755568000001,0.0647271000000273,110.6755568000001,110.6755568000001,116.64583990000006,"[1.485148499999923, 2.1044322999998712, 3.514431699999932, 4.666655699999865, 6.068433599999935]","[-0.09722222222222222, -0.18888888888888888, -0.22611111111111112, -0.14166666666666666, 0.19]","[0.16111111111111112, 0.23, 0.01, -0.017222222222222222, 0.25166666666666665]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.4239181999998891, 2.4508590999998887, 3.4528080000000045, 4.6049551000000974, 6.006732099999908]","['target_2', 'target_4', 'target_1', 'target_3', 'target_0']",116.64650299999994,116.6551973999999,116.6551973999999,117.65049829999998,,,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
white,4.0,1.0,13.0,0.0,117.76128889999995,,,,,,,,,,,117.6528234,117.76128889999995,0.0773633000001154,117.76128889999995,117.76128889999995,123.70445169999994,"[1.3669703000000482, 2.3204769999999826, 3.5316867000001366, 4.575112700000091, 6.056285099999968]","[-0.12444444444444444, -0.21666666666666667, -0.09111111111111111, 0.12111111111111111, 0.24722222222222223]","[0.13833333333333334, -0.05277777777777778, -0.13277777777777777, -0.14666666666666667, 0.15611111111111112]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2939395999999306, 2.2464102999999795, 3.4572699000000284, 4.500712199999953, 5.981945700000097]","['target_2', 'target_3', 'target_0', 'target_1', 'target_4']",123.70509560000004,123.7132125999999,123.7132125999999,124.7000183,124.81772189999992,124.81772189999992,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
red,4.0,2.0,14.0,2.0,124.81772189999992,,,,,,,,,,,124.7004624000001,124.81772189999992,0.0734934999998131,124.81772189999992,124.81772189999992,130.2657537,"[1.1910981999999422, 2.019927800000005, 3.6204054999998334, 4.4833529, 5.559148599999844]","[-0.049444444444444444, 0.09222222222222222, -0.13833333333333334, -0.1711111111111111, -0.01888888888888889]","[0.10555555555555556, -0.13277777777777777, -0.15888888888888889, -0.02, 0.2288888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.122446200000013, 2.3796678999999585, 3.551441000000068, 4.414288700000043, 5.489740900000015]","['target_4', 'target_3', 'target_0', 'target_1', 'target_2']",130.26650429999995,130.28456770000005,130.28456770000005,131.28117980000002,,,,,35.0,1.0,2026-02-07_13h58.15.358,visual_search,2024.1.5,,2026-02-07 13h58.39.130885 +0530,,35_visual_search_2026-02-07_13h58.15.358.csv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.28130170000009,131.3045451999999,,,,,,,,,35_visual_search_2026-02-07_13h58.15.358.csv
,,,,,,,1.5322053000000435,1.542300800000021,1.5319145999999932,52.21011930000003,0.4272222222222222,0.0177777777777777,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,36.0,1.0,2026-02-10_18h00.07.778,visual_search,2024.1.5,,2026-02-10 18h00.37.728821 +0530,,36_visual_search_2026-02-10_18h00.07.778.csv
